DATE,WDDNS
1999-04-12,368.0
1999-04-19,376.7
1999-04-26,364.5
1999-05-03,377.7
1999-05-10,356.0
1999-05-17,359.8
1999-05-24,353.5
1999-05-31,366.3
1999-06-07,354.5
1999-06-14,358.6
1999-06-21,358.6
1999-06-28,358.5
1999-07-05,365.8
1999-07-12,360.0
1999-07-19,357.1
1999-07-26,356.0
1999-08-02,369.1
1999-08-09,354.7
1999-08-16,359.1
1999-08-23,351.5
1999-08-30,349.1
1999-09-06,346.5
1999-09-13,345.6
1999-09-20,349.8
1999-09-27,341.5
1999-10-04,359.0
1999-10-11,342.9
1999-10-18,351.6
1999-10-25,349.1
1999-11-01,362.6
1999-11-08,348.8
1999-11-15,358.4
1999-11-22,360.2
1999-11-29,367.3
1999-12-06,357.9
1999-12-13,360.2
1999-12-20,373.0
1999-12-27,382.1
2000-01-03,394.4
2000-01-10,347.9
2000-01-17,347.6
2000-01-24,341.9
2000-01-31,341.7
2000-02-07,328.8
2000-02-14,329.6
2000-02-21,332.1
2000-02-28,337.4
2000-03-06,335.5
2000-03-13,331.3
2000-03-20,339.9
2000-03-27,340.7
2000-04-03,360.3
2000-04-10,337.6
2000-04-17,348.3
2000-04-24,345.8
2000-05-01,340.0
2000-05-08,320.8
2000-05-15,331.7
2000-05-22,331.3
2000-05-29,335.0
2000-06-05,335.1
2000-06-12,324.2
2000-06-19,330.8
2000-06-26,328.6
2000-07-03,354.4
2000-07-10,334.7
2000-07-17,326.5
2000-07-24,326.9
2000-07-31,336.4
2000-08-07,317.5
2000-08-14,318.8
2000-08-21,327.7
2000-08-28,334.1
2000-09-04,329.7
2000-09-11,316.4
2000-09-18,319.2
2000-09-25,318.1
2000-10-02,334.2
2000-10-09,309.6
2000-10-16,318.0
2000-10-23,320.9
2000-10-30,330.9
2000-11-06,314.7
2000-11-13,306.2
2000-11-20,318.9
2000-11-27,332.7
2000-12-04,323.5
2000-12-11,309.8
2000-12-18,319.7
2000-12-25,333.7
2001-01-01,354.9
2001-01-08,315.7
2001-01-15,310.1
2001-01-22,315.3
2001-01-29,316.3
2001-02-05,310.3
2001-02-12,296.9
2001-02-19,308.2
2001-02-26,315.0
2001-03-05,316.2
2001-03-12,304.7
2001-03-19,315.6
2001-03-26,315.7
2001-04-02,336.4
2001-04-09,305.0
2001-04-16,321.1
2001-04-23,317.7
2001-04-30,323.2
2001-05-07,301.8
2001-05-14,302.7
2001-05-21,315.7
2001-05-28,316.7
2001-06-04,321.6
2001-06-11,302.0
2001-06-18,314.9
2001-06-25,314.1
2001-07-02,336.8
2001-07-09,309.5
2001-07-16,313.9
2001-07-23,318.6
2001-07-30,330.0
2001-08-06,315.3
2001-08-13,310.2
2001-08-20,322.3
2001-08-27,326.8
2001-09-03,340.2
2001-09-10,314.3
2001-09-17,442.6
2001-09-24,364.3
2001-10-01,349.9
2001-10-08,321.0
2001-10-15,325.4
2001-10-22,335.6
2001-10-29,341.9
2001-11-05,333.1
2001-11-12,320.1
2001-11-19,335.8
2001-11-26,346.4
2001-12-03,356.8
2001-12-10,329.7
2001-12-17,347.9
2001-12-24,356.2
2001-12-31,381.8
2002-01-07,346.2
2002-01-14,333.0
2002-01-21,332.9
2002-01-28,331.4
2002-02-04,330.7
2002-02-11,310.3
2002-02-18,329.0
2002-02-25,328.7
2002-03-04,328.0
2002-03-11,315.6
2002-03-18,331.8
2002-03-25,332.6
2002-04-01,349.8
2002-04-08,305.0
2002-04-15,314.2
2002-04-22,324.7
2002-04-29,328.6
2002-05-06,301.8
2002-05-13,294.7
2002-05-20,311.0
2002-05-27,318.6
2002-06-03,330.7
2002-06-10,291.2
2002-06-17,305.5
2002-06-24,311.8
2002-07-01,331.9
2002-07-08,298.2
2002-07-15,302.7
2002-07-22,314.5
2002-07-29,327.4
2002-08-05,287.9
2002-08-12,273.3
2002-08-19,293.6
2002-08-26,306.3
2002-09-02,328.5
2002-09-09,275.4
2002-09-16,285.1
2002-09-23,291.8
2002-09-30,320.9
2002-10-07,275.3
2002-10-14,287.7
2002-10-21,302.2
2002-10-28,320.9
2002-11-04,307.0
2002-11-11,282.4
2002-11-18,298.2
2002-11-25,308.6
2002-12-02,339.6
2002-12-09,290.4
2002-12-16,309.8
2002-12-23,333.3
2002-12-30,355.1
2003-01-06,314.0
2003-01-13,291.9
2003-01-20,306.3
2003-01-27,311.0
2003-02-03,323.1
2003-02-10,283.3
2003-02-17,309.8
2003-02-24,304.7
2003-03-03,321.4
2003-03-10,289.4
2003-03-17,303.2
2003-03-24,311.3
2003-03-31,334.9
2003-04-07,291.6
2003-04-14,300.4
2003-04-21,328.8
2003-04-28,331.8
2003-05-05,318.8
2003-05-12,302.8
2003-05-19,326.7
2003-05-26,335.6
2003-06-02,348.4
2003-06-09,309.4
2003-06-16,335.8
2003-06-23,333.1
2003-06-30,361.2
2003-07-07,320.9
2003-07-14,317.5
2003-07-21,337.0
2003-07-28,347.8
2003-08-04,344.1
2003-08-11,307.2
2003-08-18,350.7
2003-08-25,340.1
2003-09-01,355.6
2003-09-08,306.9
2003-09-15,315.4
2003-09-22,325.0
2003-09-29,347.6
2003-10-06,310.2
2003-10-13,303.3
2003-10-20,324.5
2003-10-27,342.7
2003-11-03,353.6
2003-11-10,302.1
2003-11-17,313.2
2003-11-24,327.9
2003-12-01,348.5
2003-12-08,307.6
2003-12-15,328.1
2003-12-22,351.4
2003-12-29,378.2
2004-01-05,341.8
2004-01-12,292.5
2004-01-19,312.6
2004-01-26,321.2
2004-02-02,331.8
2004-02-09,295.5
2004-02-16,320.1
2004-02-23,327.0
2004-03-01,339.1
2004-03-08,300.0
2004-03-15,322.0
2004-03-22,347.5
2004-03-29,372.4
2004-04-05,331.1
2004-04-12,312.9
2004-04-19,333.7
2004-04-26,353.3
2004-05-03,365.4
2004-05-10,297.5
2004-05-17,327.8
2004-05-24,342.2
2004-05-31,345.2
2004-06-07,300.7
2004-06-14,319.2
2004-06-21,337.0
2004-06-28,364.7
2004-07-05,325.1
2004-07-12,296.6
2004-07-19,314.6
2004-07-26,341.7
2004-08-02,344.5
2004-08-09,297.6
2004-08-16,323.2
2004-08-23,347.0
2004-08-30,362.5
2004-09-06,309.5
2004-09-13,305.5
2004-09-20,337.8
2004-09-27,362.7
2004-10-04,342.7
2004-10-11,304.0
2004-10-18,321.2
2004-10-25,350.2
2004-11-01,354.7
2004-11-08,308.1
2004-11-15,319.0
2004-11-22,347.6
2004-11-29,391.0
2004-12-06,320.5
2004-12-13,315.3
2004-12-20,361.7
2004-12-27,408.4
2005-01-03,393.6
2005-01-10,299.8
2005-01-17,314.0
2005-01-24,335.9
2005-01-31,358.3
2005-02-07,301.8
2005-02-14,313.9
2005-02-21,346.4
2005-02-28,362.9
2005-03-07,308.3
2005-03-14,316.3
2005-03-21,349.6
2005-03-28,388.4
2005-04-04,345.8
2005-04-11,297.6
2005-04-18,324.2
2005-04-25,344.6
2005-05-02,345.0
2005-05-09,298.1
2005-05-16,312.7
2005-05-23,345.7
2005-05-30,372.6
2005-06-06,312.1
2005-06-13,312.7
2005-06-20,353.1
2005-06-27,388.7
2005-07-04,353.8
2005-07-11,295.8
2005-07-18,319.5
2005-07-25,358.1
2005-08-01,350.8
2005-08-08,296.0
2005-08-15,318.1
2005-08-22,351.4
2005-08-29,378.9
2005-09-05,320.3
2005-09-12,286.1
2005-09-19,324.3
2005-09-26,361.7
2005-10-03,363.2
2005-10-10,292.0
2005-10-17,304.3
2005-10-24,347.2
2005-10-31,363.6
2005-11-07,293.7
2005-11-14,297.2
2005-11-21,337.2
2005-11-28,377.1
2005-12-05,323.9
2005-12-12,292.1
2005-12-19,333.9
2005-12-26,382.1
2006-01-02,375.1
2006-01-09,291.6
2006-01-16,300.9
2006-01-23,320.1
2006-01-30,354.3
2006-02-06,292.5
2006-02-13,281.4
2006-02-20,320.3
2006-02-27,350.8
2006-03-06,293.2
2006-03-13,287.6
2006-03-20,334.5
2006-03-27,368.1
2006-04-03,363.8
2006-04-10,286.1
2006-04-17,314.5
2006-04-24,338.8
2006-05-01,330.9
2006-05-08,284.9
2006-05-15,308.3
2006-05-22,339.3
2006-05-29,368.4
2006-06-05,304.5
2006-06-12,284.7
2006-06-19,313.4
2006-06-26,354.0
2006-07-03,358.2
2006-07-10,282.8
2006-07-17,288.9
2006-07-24,330.2
2006-07-31,343.0
2006-08-07,277.1
2006-08-14,284.7
2006-08-21,327.2
2006-08-28,359.0
2006-09-04,323.1
2006-09-11,268.9
2006-09-18,287.1
2006-09-25,324.8
2006-10-02,328.9
2006-10-09,278.2
2006-10-16,281.1
2006-10-23,327.4
2006-10-30,358.1
2006-11-06,283.8
2006-11-13,275.4
2006-11-20,317.4
2006-11-27,363.7
2006-12-04,323.5
2006-12-11,270.3
2006-12-18,302.4
2006-12-25,360.1
2007-01-01,354.5
2007-01-08,274.1
2007-01-15,291.5
2007-01-22,296.6
2007-01-29,333.0
2007-02-05,297.3
2007-02-12,269.7
2007-02-19,296.0
2007-02-26,313.0
2007-03-05,287.8
2007-03-12,270.8
2007-03-19,297.3
2007-03-26,335.0
2007-04-02,345.0
2007-04-09,292.0
2007-04-16,291.8
2007-04-23,314.1
2007-04-30,334.1
2007-05-07,278.8
2007-05-14,287.1
2007-05-21,311.9
2007-05-28,342.3
2007-06-04,315.0
2007-06-11,274.2
2007-06-18,294.9
2007-06-25,325.7
2007-07-02,348.5
2007-07-09,280.0
2007-07-16,288.4
2007-07-23,310.5
2007-07-30,334.9
2007-08-06,288.2
2007-08-13,279.4
2007-08-20,308.0
2007-08-27,343.1
2007-09-03,352.1
2007-09-10,268.0
2007-09-17,277.2
2007-09-24,298.0
2007-10-01,318.4
2007-10-08,275.0
2007-10-15,281.1
2007-10-22,307.7
2007-10-29,343.0
2007-11-05,307.9
2007-11-12,278.3
2007-11-19,299.2
2007-11-26,337.2
2007-12-03,336.2
2007-12-10,278.2
2007-12-17,291.8
2007-12-24,332.8
2007-12-31,354.4
2008-01-07,292.8
2008-01-14,278.1
2008-01-21,304.6
2008-01-28,322.7
2008-02-04,312.5
2008-02-11,272.3
2008-02-18,295.8
2008-02-25,309.7
2008-03-03,328.0
2008-03-10,283.8
2008-03-17,299.2
2008-03-24,332.1
2008-03-31,355.5
2008-04-07,296.9
2008-04-14,293.3
2008-04-21,325.2
2008-04-28,341.4
2008-05-05,318.5
2008-05-12,289.4
2008-05-19,304.1
2008-05-26,330.7
2008-06-02,340.1
2008-06-09,295.2
2008-06-16,303.1
2008-06-23,317.3
2008-06-30,350.2
2008-07-07,309.3
2008-07-14,299.2
2008-07-21,319.5
2008-07-28,349.3
2008-08-04,336.6
2008-08-11,291.5
2008-08-18,302.7
2008-08-25,329.7
2008-09-01,347.4
2008-09-08,291.8
2008-09-15,300.4
2008-09-22,370.9
2008-09-29,432.6
2008-10-06,345.7
2008-10-13,321.3
2008-10-20,336.4
2008-10-27,399.5
2008-11-03,429.7
2008-11-10,358.4
2008-11-17,375.6
2008-11-24,424.5
2008-12-01,454.3
2008-12-08,434.5
2008-12-15,467.3
2008-12-22,503.4
2008-12-29,551.5
2009-01-05,525.1
2009-01-12,436.6
2009-01-19,405.1
2009-01-26,416.3
2009-02-02,431.0
2009-02-09,373.0
2009-02-16,380.9
2009-02-23,396.4
2009-03-02,419.9
2009-03-09,378.5
2009-03-16,392.5
2009-03-23,424.3
2009-03-30,455.9
2009-04-06,450.3
2009-04-13,400.3
2009-04-20,409.8
2009-04-27,436.5
2009-05-04,432.8
2009-05-11,391.5
2009-05-18,416.2
2009-05-25,445.9
2009-06-01,452.6
2009-06-08,422.1
2009-06-15,434.4
2009-06-22,453.2
2009-06-29,485.1
2009-07-06,447.0
2009-07-13,408.4
2009-07-20,431.1
2009-07-27,466.7
2009-08-03,481.8
2009-08-10,406.6
2009-08-17,424.1
2009-08-24,434.7
2009-08-31,461.3
2009-09-07,400.7
2009-09-14,395.3
2009-09-21,416.1
2009-09-28,463.1
2009-10-05,427.2
2009-10-12,392.5
2009-10-19,425.1
2009-10-26,458.8
2009-11-02,478.4
2009-11-09,417.4
2009-11-16,415.2
2009-11-23,447.1
2009-11-30,490.9
2009-12-07,426.5
2009-12-14,429.1
2009-12-21,469.4
2009-12-28,523.7
2010-01-04,514.8
2010-01-11,399.0
2010-01-18,415.9
2010-01-25,434.3
2010-02-01,457.8
2010-02-08,408.4
2010-02-15,436.9
2010-02-22,445.0
2010-03-01,463.3
2010-03-08,418.5
2010-03-15,437.0
2010-03-22,462.5
2010-03-29,501.9
2010-04-05,473.0
2010-04-12,424.3
2010-04-19,443.0
2010-04-26,465.1
2010-05-03,491.8
2010-05-10,419.2
2010-05-17,428.4
2010-05-24,457.8
2010-05-31,486.6
2010-06-07,433.2
2010-06-14,426.0
2010-06-21,464.2
2010-06-28,515.7
2010-07-05,469.2
2010-07-12,422.6
2010-07-19,439.1
2010-07-26,481.1
2010-08-02,500.3
2010-08-09,437.5
2010-08-16,445.6
2010-08-23,477.0
2010-08-30,517.9
2010-09-06,453.6
2010-09-13,430.2
2010-09-20,456.9
2010-09-27,502.3
2010-10-04,500.3
2010-10-11,445.5
2010-10-18,458.8
2010-10-25,498.3
2010-11-01,520.7
2010-11-08,516.4
2010-11-15,467.4
2010-11-22,505.1
2010-11-29,576.5
2010-12-06,497.0
2010-12-13,486.4
2010-12-20,534.7
2010-12-27,609.8
2011-01-03,610.4
2011-01-10,489.8
2011-01-17,517.1
2011-01-24,528.9
2011-01-31,577.7
2011-02-07,501.4
2011-02-14,497.1
2011-02-21,541.2
2011-02-28,579.6
2011-03-07,510.3
2011-03-14,512.2
2011-03-21,555.7
2011-03-28,600.3
2011-04-04,585.9
2011-04-11,512.8
2011-04-18,534.3
2011-04-25,582.7
2011-05-02,603.9
2011-05-09,526.5
2011-05-16,538.0
2011-05-23,578.7
2011-05-30,631.0
2011-06-06,555.3
2011-06-13,536.6
2011-06-20,573.8
2011-06-27,626.4
2011-07-04,644.8
2011-07-11,563.0
2011-07-18,579.4
2011-07-25,637.9
2011-08-01,754.1
2011-08-08,662.7
2011-08-15,676.0
2011-08-22,730.2
2011-08-29,783.6
2011-09-05,716.8
2011-09-12,650.1
2011-09-19,692.7
2011-09-26,769.7
2011-10-03,823.9
2011-10-10,690.1
2011-10-17,700.9
2011-10-24,740.1
2011-10-31,812.7
2011-11-07,724.7
2011-11-14,713.7
2011-11-21,753.2
2011-11-28,830.1
2011-12-05,761.1
2011-12-12,716.3
2011-12-19,760.0
2011-12-26,844.8
2012-01-02,920.2
2012-01-09,746.8
2012-01-16,738.7
2012-01-23,775.0
2012-01-30,839.5
2012-02-06,745.7
2012-02-13,717.4
2012-02-20,762.9
2012-02-27,801.2
2012-03-05,756.8
2012-03-12,717.9
2012-03-19,767.4
2012-03-26,829.0
2012-04-02,874.5
2012-04-09,752.1
2012-04-16,753.0
2012-04-23,804.5
2012-04-30,857.5
2012-05-07,733.0
2012-05-14,734.5
2012-05-21,778.2
2012-05-28,838.0
2012-06-04,801.3
2012-06-11,747.8
2012-06-18,779.9
2012-06-25,837.6
2012-07-02,887.3
2012-07-09,794.3
2012-07-16,789.6
2012-07-23,837.8
2012-07-30,924.3
2012-08-06,816.5
2012-08-13,798.4
2012-08-20,835.9
2012-08-27,905.2
2012-09-03,965.1
2012-09-10,803.9
2012-09-17,813.4
2012-09-24,875.0
2012-10-01,955.8
2012-10-08,843.7
2012-10-15,852.2
2012-10-22,898.6
2012-10-29,1008.6
2012-11-05,954.0
2012-11-12,840.9
2012-11-19,882.5
2012-11-26,948.4
2012-12-03,1002.8
2012-12-10,865.1
2012-12-17,894.7
2012-12-24,1013.7
2012-12-31,1099.8
2013-01-07,913.0
2013-01-14,878.3
2013-01-21,924.6
2013-01-28,985.3
2013-02-04,955.8
2013-02-11,863.1
2013-02-18,894.1
2013-02-25,943.2
2013-03-04,912.7
2013-03-11,831.6
2013-03-18,879.5
2013-03-25,972.6
2013-04-01,1078.8
2013-04-08,877.5
2013-04-15,908.4
2013-04-22,981.2
2013-04-29,1053.6
2013-05-06,908.5
2013-05-13,872.3
2013-05-20,927.1
2013-05-27,1006.8
2013-06-03,1043.5
2013-06-10,872.3
2013-06-17,891.6
2013-06-24,959.4
2013-07-01,1032.0
2013-07-08,881.4
2013-07-15,891.8
2013-07-22,962.5
2013-07-29,1050.1
2013-08-05,953.6
2013-08-12,874.7
2013-08-19,918.8
2013-08-26,1006.2
2013-09-02,1059.8
2013-09-09,878.5
2013-09-16,886.2
2013-09-23,963.0
2013-09-30,1078.4
2013-10-07,910.8
2013-10-14,956.1
2013-10-21,1031.8
2013-10-28,1089.2
2013-11-04,1040.0
2013-11-11,917.4
2013-11-18,962.9
2013-11-25,1043.4
2013-12-02,1108.7
2013-12-09,966.0
2013-12-16,1001.5
2013-12-23,1119.3
2013-12-30,1212.6
2014-01-06,1067.2
2014-01-13,971.9
2014-01-20,1041.7
2014-01-27,1118.8
2014-02-03,1185.9
2014-02-10,1001.0
2014-02-17,1022.6
2014-02-24,1070.9
2014-03-03,1129.8
2014-03-10,1000.8
2014-03-17,1023.7
2014-03-24,1110.5
2014-03-31,1218.8
2014-04-07,1027.4
2014-04-14,1045.3
2014-04-21,1132.7
2014-04-28,1202.7
2014-05-05,1097.7
2014-05-12,1018.1
2014-05-19,1066.8
2014-05-26,1147.6
2014-06-02,1201.3
2014-06-09,1041.7
2014-06-16,1070.0
2014-06-23,1139.0
2014-06-30,1251.6
2014-07-07,1072.8
2014-07-14,1069.0
2014-07-21,1134.8
2014-07-28,1224.6
2014-08-04,1184.8
2014-08-11,1010.2
2014-08-18,1047.4
2014-08-25,1120.8
2014-09-01,1206.3
2014-09-08,1053.2
2014-09-15,1071.7
2014-09-22,1132.7
2014-09-29,1273.1
2014-10-06,1133.5
2014-10-13,1076.9
2014-10-20,1147.7
2014-10-27,1243.0
2014-11-03,1292.7
2014-11-10,1077.7
2014-11-17,1082.5
2014-11-24,1162.8
2014-12-01,1246.1
2014-12-08,1119.1
2014-12-15,1162.0
2014-12-22,1274.3
2014-12-29,1391.6
2015-01-05,1258.4
2015-01-12,1104.2
2015-01-19,1126.5
2015-01-26,1225.5
2015-02-02,1318.2
2015-02-09,1145.1
2015-02-16,1165.7
2015-02-23,1229.8
2015-03-02,1282.5
2015-03-09,1134.6
2015-03-16,1150.5
2015-03-23,1239.0
2015-03-30,1351.8
2015-04-06,1206.4
2015-04-13,1147.8
2015-04-20,1226.6
2015-04-27,1292.3
2015-05-04,1232.8
2015-05-11,1096.9
2015-05-18,1136.7
2015-05-25,1231.1
2015-06-01,1274.8
2015-06-08,1108.0
2015-06-15,1139.3
2015-06-22,1230.2
2015-06-29,1369.0
2015-07-06,1221.9
2015-07-13,1139.8
2015-07-20,1204.3
2015-07-27,1299.0
2015-08-03,1358.6
2015-08-10,1121.4
2015-08-17,1151.8
2015-08-24,1226.9
2015-08-31,1319.1
2015-09-07,1124.8
2015-09-14,1113.7
2015-09-21,1197.4
2015-09-28,1316.9
2015-10-05,1200.7
2015-10-12,1082.3
2015-10-19,1145.3
2015-10-26,1253.5
2015-11-02,1344.4
2015-11-09,1143.2
2015-11-16,1151.9
2015-11-23,1245.6
2015-11-30,1339.2
2015-12-07,1139.9
2015-12-14,1169.1
2015-12-21,1303.9
2015-12-28,1419.2
2016-01-04,1416.1
2016-01-11,1145.5
2016-01-18,1164.6
2016-01-25,1250.7
2016-02-01,1307.1
2016-02-08,1139.8
2016-02-15,1184.8
2016-02-22,1242.6
2016-02-29,1350.9
2016-03-07,1161.7
2016-03-14,1159.9
2016-03-21,1274.7
2016-03-28,1439.4
2016-04-04,1374.1
2016-04-11,1228.8
2016-04-18,1287.6
2016-04-25,1391.2
2016-05-02,1440.0
2016-05-09,1249.6
2016-05-16,1268.7
2016-05-23,1352.1
2016-05-30,1422.1
2016-06-06,1262.6
2016-06-13,1240.6
2016-06-20,1328.3
2016-06-27,1424.9
2016-07-04,1410.8
2016-07-11,1244.5
2016-07-18,1279.5
2016-07-25,1369.5
2016-08-01,1441.8
2016-08-08,1290.6
2016-08-15,1314.7
2016-08-22,1399.3
2016-08-29,1518.2
2016-09-05,1369.7
2016-09-12,1280.2
2016-09-19,1322.2
2016-09-26,1438.4
2016-10-03,1510.0
2016-10-10,1301.0
2016-10-17,1305.1
2016-10-24,1387.1
2016-10-31,1518.1
2016-11-07,1293.1
2016-11-14,1297.8
2016-11-21,1386.6
2016-11-28,1486.1
2016-12-05,1373.5
2016-12-12,1292.3
2016-12-19,1372.1
2016-12-26,1516.5
2017-01-02,1556.1
2017-01-09,1333.9
2017-01-16,1322.9
2017-01-23,1383.8
2017-01-30,1513.2
2017-02-06,1330.8
2017-02-13,1292.2
2017-02-20,1384.9
2017-02-27,1476.4
2017-03-06,1352.7
2017-03-13,1337.6
2017-03-20,1424.7
2017-03-27,1539.4
2017-04-03,1616.9
2017-04-10,1339.3
2017-04-17,1395.3
2017-04-24,1465.6
2017-05-01,1527.0
2017-05-08,1358.7
2017-05-15,1394.5
2017-05-22,1487.0
2017-05-29,1583.7
2017-06-05,1452.4
2017-06-12,1357.2
2017-06-19,1432.7
2017-06-26,1583.9
2017-07-03,1638.8
2017-07-10,1391.1
2017-07-17,1391.7
2017-07-24,1509.6
2017-07-31,1649.0
2017-08-07,1412.1
2017-08-14,1415.4
2017-08-21,1542.0
2017-08-28,1641.0
2017-09-04,1545.3
2017-09-11,1386.9
2017-09-18,1416.4
2017-09-25,1517.3
2017-10-02,1609.2
2017-10-09,1423.6
2017-10-16,1427.9
2017-10-23,1527.5
2017-10-30,1651.7
2017-11-06,1462.0
2017-11-13,1399.6
2017-11-20,1485.7
2017-11-27,1608.4
2017-12-04,1564.1
2017-12-11,1412.6
2017-12-18,1479.1
2017-12-25,1597.5
2018-01-01,1658.3
2018-01-08,1463.7
2018-01-15,1444.1
2018-01-22,1489.0
2018-01-29,1598.3
2018-02-05,1468.1
2018-02-12,1346.0
2018-02-19,1413.9
2018-02-26,1518.5
2018-03-05,1494.8
2018-03-12,1406.1
2018-03-19,1465.8
2018-03-26,1582.9
2018-04-02,1677.6
2018-04-09,1413.2
2018-04-16,1422.5
2018-04-23,1532.6
2018-04-30,1618.8
2018-05-07,1375.4
2018-05-14,1366.9
2018-05-21,1462.2
2018-05-28,1578.9
2018-06-04,1544.0
2018-06-11,1346.3
2018-06-18,1412.2
2018-06-25,1508.8
2018-07-02,1608.5
2018-07-09,1391.2
2018-07-16,1388.2
2018-07-23,1474.2
2018-07-30,1621.3
2018-08-06,1432.6
2018-08-13,1371.1
2018-08-20,1443.4
2018-08-27,1572.0
2018-09-03,1659.7
2018-09-10,1357.6
2018-09-17,1357.7
2018-09-24,1458.2
2018-10-01,1568.5
2018-10-08,1373.5
2018-10-15,1390.1
2018-10-22,1490.4
2018-10-29,1621.7
2018-11-05,1467.1
2018-11-12,1333.2
2018-11-19,1405.8
2018-11-26,1510.2
2018-12-03,1619.8
2018-12-10,1415.1
2018-12-17,1422.1
2018-12-24,1596.8
2018-12-31,1699.7
2019-01-07,1450.5
2019-01-14,1381.7
2019-01-21,1455.8
2019-01-28,1581.4
2019-02-04,1554.8
2019-02-11,1379.8
2019-02-18,1421.1
2019-02-25,1495.1
2019-03-04,1510.6
2019-03-11,1357.8
2019-03-18,1399.2
2019-03-25,1502.7
2019-04-01,1618.2
2019-04-08,1391.5
2019-04-15,1422.4
2019-04-22,1527.4
2019-04-29,1642.4
2019-05-06,1413.4
2019-05-13,1354.8
2019-05-20,1461.3
2019-05-27,1589.3
2019-06-03,1665.3
2019-06-10,1410.5
2019-06-17,1455.8
2019-06-24,1535.9
2019-07-01,1645.5
2019-07-08,1452.8
2019-07-15,1432.5
2019-07-22,1538.5
2019-07-29,1689.6
2019-08-05,1562.9
2019-08-12,1426.3
2019-08-19,1475.5
2019-08-26,1576.1
2019-09-02,1690.0
2019-09-09,1445.4
2019-09-16,1426.6
2019-09-23,1525.4
2019-09-30,1694.7
2019-10-07,1471.8
2019-10-14,1467.6
2019-10-21,1553.7
2019-10-28,1696.9
2019-11-04,1648.0
2019-11-11,1457.4
2019-11-18,1499.6
2019-11-25,1631.5
2019-12-02,1707.0
2019-12-09,1514.1
2019-12-16,1554.3
2019-12-23,1700.7
2019-12-30,1809.0
2020-01-06,1594.5
2020-01-13,1476.2
2020-01-20,1546.3
2020-01-27,1649.1
2020-02-03,1737.1
2020-02-10,1481.2
2020-02-17,1493.1
2020-02-24,1559.2
2020-03-02,1656.3
2020-03-09,1539.5
2020-03-16,1633.9
2020-03-23,1894.7
2020-03-30,2237.6
2020-04-06,1924.9
2020-04-13,1858.6
2020-04-20,2047.7
2020-04-27,2256.3
2020-05-04,2176.1
2020-05-11,1956.1
2020-05-18,2082.6
2020-05-25,2215.5
2020-06-01,2292.0
2020-06-08,1993.5
2020-06-15,2059.6
2020-06-22,2291.4
2020-06-29,2497.5
2020-07-06,2178.2
2020-07-13,2070.7
2020-07-20,2241.5
2020-07-27,2408.7
2020-08-03,2511.7
2020-08-10,2086.9
2020-08-17,2117.9
2020-08-24,2294.8
2020-08-31,2528.8
2020-09-07,2248.7
2020-09-14,2248.6
2020-09-21,2376.0
2020-09-28,2585.0
2020-10-05,2420.8
2020-10-12,2256.8
2020-10-19,2345.9
2020-10-26,2555.2
2020-11-02,2672.9
2020-11-09,2316.3
2020-11-16,2340.0
2020-11-23,2923.5
2020-11-30,3490.3
2020-12-07,3140.6
2020-12-14,3171.7
2020-12-21,3379.8
2020-12-28,3577.9
2021-01-04,3569.4
2021-01-11,3134.6
2021-01-18,3164.7
2021-01-25,3464.0
2021-02-01,3632.2
2021-02-08,3338.7
2021-02-15,3420.7
2021-02-22,3599.0
2021-03-01,3765.1
2021-03-08,3531.3
2021-03-15,3634.5
2021-03-22,3818.2
2021-03-29,4001.8
2021-04-05,3840.0
